965.9418755,242.8854057,0.0
906.1074982,242.8854057,0.0
846.1484375,242.8854057,0.0
786.069376,242.8854057,0.0
725.86063,242.8854057,0.0
665.9403114,242.8854057,0.0
605.7987499,242.8854057,0.0
965.9418755,302.7802726,0.0
906.1074982,302.7802726,0.0
846.1484375,302.7802726,0.0
786.069376,302.7802726,0.0
725.86063,302.7802726,0.0
665.9403114,302.7802726,0.0
605.7987499,302.7802726,0.0
965.9418755,362.7824361,0.0
906.1074982,362.7824361,0.0
846.1484375,362.7824361,0.0
786.069376,362.7824361,0.0
725.86063,362.7824361,0.0
665.9403114,362.7824361,0.0
605.7987499,362.7824361,0.0
965.9418755,422.8632433,0.0
906.1074982,422.8632433,0.0
846.1484375,422.8632433,0.0
786.069376,422.8632433,0.0
725.86063,422.8632433,0.0
665.9403114,422.8632433,0.0
605.7987499,422.8632433,0.0
965.9418755,482.8818879,0.0
906.1074982,482.8818879,0.0
846.1484375,482.8818879,0.0
786.069376,482.8818879,0.0
725.86063,482.8818879,0.0
665.9403114,482.8818879,0.0
605.7987499,482.8818879,0.0
965.9418755,542.7400001,0.0
906.1074982,542.7400001,0.0
846.1484375,542.7400001,0.0
786.069376,542.7400001,0.0
725.86063,542.7400001,0.0
665.9403114,542.7400001,0.0
605.7987499,542.7400001,0.0
965.9418755,602.485406,0.0
906.1074982,602.485406,0.0
846.1484375,602.485406,0.0
786.069376,602.485406,0.0
725.86063,602.485406,0.0
665.9403114,602.485406,0.0
605.7987499,602.485406,0.0